@relation allinone

@attribute 'Time (Hour)' numeric
@attribute virulence numeric
@attribute 'patient precondition' numeric
@attribute 'Viral Load' numeric
@attribute 'Inflamatory (M1) Alveolar Macrophages' numeric
@attribute IL6 numeric
@attribute 'Active Adaptive Immune System' numeric
@attribute 'Immunosupressed (M2) Alveolar macrophages' numeric
@attribute 'Resting Alveolar Macrophages' numeric
@attribute 'Delayed IL6' numeric
@attribute 'Un-Infected Lung Tissue' numeric
@attribute 'Infected Lung Tissue' numeric
@attribute 'Destroyed Lung Tissue' numeric
@attribute 'Interferon Strength' numeric
@attribute PAMPs numeric
@attribute 'Resting Adaptive Immune System' numeric
@attribute TcellInterferon numeric

@data
162,2,2,60.4311,1.75217,0.162747,6.08977,25.366,4985.88,0.113938,816.32,74.505,225.57,64353.8,706.771,-0.774885,0.517004
163,2,2,60.5015,1.8584,0.172723,6.18316,25.656,4985.49,0.120748,787.54,71.9227,217.708,64502.9,715.323,-0.898724,0.517924
164,2,2,60.5657,1.9701,0.183216,6.28518,25.9461,4985.08,0.128069,759.98,69.44,210.128,64646.7,723.847,-1.03166,0.518928
165,2,2,60.6239,2.08761,0.194251,6.39636,26.2362,4984.68,0.13593,733.595,67.0539,202.822,64785.6,732.341,-1.17426,0.520024
166,2,2,60.6764,2.21123,0.205859,6.51726,26.5257,4984.26,0.144337,708.341,64.7616,195.785,64919.7,740.804,-1.32715,0.52122
167,2,2,60.7231,2.34114,0.21807,6.64848,26.8146,4983.84,0.153281,684.175,62.5601,189.009,65049.2,749.235,-1.49096,0.522525
168,2,2,60.7642,2.47747,0.230905,6.79065,27.1026,4983.42,0.162747,661.056,60.4468,182.487,65174.3,757.633,-1.66636,0.523948
169,2,2,60.8,2.62024,0.244378,6.94439,27.3896,4982.99,0.172723,638.942,58.4187,176.213,65295.2,765.998,-1.85406,0.525499
170,2,2,60.8304,2.76944,0.258495,7.11038,27.6756,4982.56,0.183216,617.795,56.473,170.18,65412.1,774.328,-2.05477,0.527189
171,2,2,60.8556,2.92507,0.273254,7.28927,27.9606,4982.11,0.194251,597.578,54.6071,164.38,65525,782.622,-2.26922,0.529027
172,2,2,60.8757,3.08712,0.288656,7.48175,28.2445,4981.67,0.205859,578.253,52.8181,158.808,65634.2,790.88,-2.49814,0.531026
173,2,2,60.8908,3.25563,0.304701,7.6885,28.5272,4981.22,0.21807,559.785,51.1036,153.455,65739.9,799.101,-2.7423,0.533198
174,2,2,60.901,3.43064,0.321391,7.91021,28.8087,4980.76,0.230905,542.141,49.4609,148.316,65842.1,807.284,-3.00245,0.535554
175,2,2,60.9064,3.61219,0.338729,8.14761,29.0888,4980.3,0.244378,525.288,47.8874,143.383,65941,815.428,-3.2794,0.538109
176,2,2,60.907,3.80031,0.356721,8.40142,29.3675,4979.83,0.258495,509.194,46.3807,138.65,66036.8,823.532,-3.57395,0.540875
177,2,2,60.903,3.99499,0.375369,8.67238,29.6447,4979.36,0.273254,493.829,44.9383,134.111,66129.5,831.596,-3.88692,0.543868
178,2,2,60.8944,4.19623,0.394673,8.96124,29.9204,4978.88,0.288656,479.163,43.558,129.758,66219.4,839.618,-4.21914,0.547102
179,2,2,60.8813,4.40399,0.414633,9.26876,30.1944,4978.4,0.304701,465.168,42.2373,125.585,66306.5,847.599,-4.57146,0.550592
180,2,2,60.8638,4.61822,0.435246,9.59569,30.467,4977.92,0.321391,451.817,40.9741,121.587,66391,855.537,-4.94475,0.554355
181,2,2,60.8418,4.83887,0.456507,9.94282,30.7379,4977.42,0.338729,439.083,39.7661,117.756,66472.9,863.432,-5.33985,0.558407
182,2,2,60.8155,5.06588,0.478411,10.3109,31.0072,4976.93,0.356721,426.941,38.6114,114.088,66552.5,871.283,-5.75765,0.562766
183,2,2,60.7849,5.29919,0.500953,10.7007,31.275,4976.43,0.375369,415.367,37.5077,110.576,66629.7,879.09,-6.19904,0.567449
184,2,2,60.7501,5.53873,0.524126,11.1131,31.5411,4975.92,0.394673,404.339,36.4532,107.215,66704.7,886.852,-6.66488,0.572475
185,2,2,60.7111,5.78442,0.547923,11.5487,31.8057,4975.41,0.414633,393.832,35.4459,103.998,66777.6,894.567,-7.15609,0.577863
186,2,2,60.6679,6.0362,0.572338,12.0084,32.0688,4974.9,0.435246,383.826,34.4839,100.922,66848.5,902.237,-7.67354,0.583633
187,2,2,60.6205,6.29397,0.597363,12.493,32.3302,4974.38,0.456507,374.3,33.5655,97.9793,66917.5,909.859,-8.21815,0.589806
188,2,2,60.5691,6.55766,0.62299,13.0032,32.5902,4973.85,0.478411,365.234,32.6888,95.1662,66984.6,917.434,-8.79081,0.5964
189,2,2,60.5136,6.82717,0.649211,13.5398,32.8486,4973.32,0.500953,356.61,31.8523,92.4774,67050,924.961,-9.39243,0.60344
190,2,2,60.454,7.1024,0.676016,14.1036,33.1056,4972.79,0.524126,348.408,31.0542,89.908,67113.7,932.439,-10.0239,0.610945
191,2,2,60.3905,7.38327,0.703395,14.6953,33.3611,4972.26,0.547923,340.611,30.2931,87.4535,67175.8,939.867,-10.6862,0.618939
192,2,2,60.3229,7.66967,0.731341,15.3158,33.6151,4971.72,0.572338,333.203,29.5673,85.1094,67236.4,947.246,-11.3801,0.627445
193,2,2,60.2514,7.96149,0.759841,15.9657,33.8678,4971.17,0.597363,326.168,28.8755,82.8712,67295.5,954.574,-12.1066,0.636487
194,2,2,60.1759,8.25864,0.788888,16.6459,34.1191,4970.62,0.62299,319.489,28.2162,80.7347,67353.3,961.852,-12.8666,0.646087
195,2,2,60.0965,8.56101,0.818469,17.357,34.369,4970.07,0.649211,313.152,27.5881,78.6959,67409.7,969.078,-13.661,0.656272
196,2,2,60.0132,8.86849,0.848574,18.0998,34.6176,4969.51,0.676016,307.143,26.9898,76.7507,67464.9,976.252,-14.4906,0.667067
197,2,2,59.9259,9.18098,0.879194,18.8751,34.865,4968.95,0.703395,301.449,26.4202,74.8955,67518.9,983.373,-15.3564,0.678496
198,2,2,59.8347,9.49836,0.910317,19.6836,35.1111,4968.39,0.731341,296.056,25.8779,73.1265,67571.7,990.441,-16.2592,0.690586
199,2,2,59.7397,9.82053,0.941932,20.5259,35.3559,4967.82,0.759841,290.951,25.3619,71.4401,67623.5,997.456,-17.2,0.703364
200,2,2,59.6407,10.1474,0.974029,21.4028,35.5996,4967.25,0.788888,286.123,24.8709,69.833,67674.2,1004.42,-18.1795,0.716856
201,2,2,59.5379,10.4788,1.0066,22.315,35.8421,4966.68,0.818469,281.561,24.404,68.3019,67723.9,1011.32,-19.1987,0.73109
202,2,2,59.4312,10.8147,1.03962,23.2632,36.0835,4966.1,0.848574,277.252,23.9601,66.8435,67772.7,1018.17,-20.2585,0.746094
203,2,2,59.3207,11.1549,1.0731,24.248,36.3238,4965.52,0.879194,273.188,23.5382,65.4549,67820.6,1024.97,-21.3596,0.761897
204,2,2,59.2062,11.4993,1.10701,25.2701,36.563,4964.94,0.910317,269.358,23.1373,64.133,67867.7,1031.71,-22.5029,0.778526
205,2,2,59.0879,11.8479,1.14135,26.3302,36.8012,4964.35,0.941932,265.752,22.7565,62.875,67914,1038.39,-23.6893,0.796011
206,2,2,58.9658,12.2004,1.1761,27.4288,37.0383,4963.76,0.974029,262.361,22.395,61.6783,67959.5,1045.02,-24.9196,0.814381
207,2,2,58.8398,12.5569,1.21125,28.5666,37.2745,4963.17,1.0066,259.177,22.0518,60.5401,68004.3,1051.58,-26.1946,0.833666
208,2,2,58.71,12.9171,1.2468,29.7442,37.5097,4962.57,1.03962,256.191,21.7262,59.458,68048.4,1058.09,-27.515,0.853896
209,2,2,58.5763,13.281,1.28273,30.9623,37.744,4961.98,1.0731,253.395,21.4174,58.4295,68091.9,1064.55,-28.8818,0.875101
210,2,2,58.4388,13.6484,1.31902,32.2213,37.9773,4961.37,1.10701,250.781,21.1247,57.4523,68134.7,1070.94,-30.2956,0.897312
211,2,2,58.2974,14.0193,1.35568,33.5218,38.2098,4960.77,1.14135,248.342,20.8473,56.5242,68176.9,1077.27,-31.7573,0.92056
212,2,2,58.1522,14.3935,1.39268,34.8645,38.4413,4960.17,1.1761,246.072,20.5845,55.643,68218.6,1083.55,-33.2675,0.944876
213,2,2,58.0031,14.7709,1.43002,36.2498,38.6721,4959.56,1.21125,243.963,20.3357,54.8067,68259.8,1089.76,-34.8271,0.970292
214,2,2,57.8502,15.1514,1.46768,37.6782,38.902,4958.95,1.2468,242.009,20.1002,54.0132,68300.5,1095.91,-36.4368,0.996839
215,2,2,57.6935,15.5349,1.50565,39.1503,39.1311,4958.33,1.28273,240.204,19.8774,53.2606,68340.7,1102,-38.0973,1.02455
216,2,2,57.533,15.9213,1.54393,40.6665,39.3595,4957.72,1.31902,238.542,19.6668,52.5472,68380.4,1108.03,-39.8092,1.05345
217,2,2,57.3686,16.3104,1.58249,42.2272,39.587,4957.1,1.35568,237.018,19.4678,51.8712,68419.8,1114,-41.5733,1.08359
218,2,2,57.2004,16.7022,1.62133,43.8331,39.8139,4956.48,1.39268,235.626,19.2798,51.2309,68458.7,1119.9,-43.3903,1.11498
219,2,2,57.0285,17.0965,1.66044,45.4844,40.04,4955.86,1.43002,234.362,19.1024,50.6246,68497.3,1125.74,-45.2608,1.14766
220,2,2,56.8527,17.4932,1.69981,47.1816,40.2654,4955.24,1.46768,233.221,18.935,50.0509,68535.5,1131.52,-47.1854,1.18167
221,2,2,56.673,17.8922,1.73942,48.9251,40.4901,4954.62,1.50565,232.198,18.7772,49.5082,68573.3,1137.23,-49.1648,1.21703
222,2,2,56.4897,18.2934,1.77926,50.7152,40.7142,4953.99,1.54393,231.288,18.6284,48.9951,68610.9,1142.88,-51.1995,1.25379
223,2,2,56.3025,18.6966,1.81932,52.5523,40.9376,4953.37,1.58249,230.488,18.4884,48.5103,68648.1,1148.46,-53.2902,1.29197
224,2,2,56.1115,19.1019,1.8596,54.4368,41.1603,4952.74,1.62133,229.793,18.3566,48.0525,68685.1,1153.98,-55.4375,1.3316
225,2,2,55.9168,19.5089,1.90007,56.3689,41.3825,4952.11,1.66044,229.201,18.2327,47.6203,68721.8,1159.43,-57.6418,1.37272
226,2,2,55.7183,19.9178,1.94073,58.349,41.604,4951.48,1.69981,228.707,18.1163,47.2126,68758.3,1164.82,-59.9037,1.41536
227,2,2,55.5161,20.3282,1.98157,60.3773,41.8249,4950.85,1.73942,228.307,18.007,46.8283,68794.5,1170.14,-62.2238,1.45956
228,2,2,55.3102,20.7401,2.02257,62.4541,42.0453,4950.21,1.77926,228,17.9045,46.4661,68830.6,1175.39,-64.6025,1.50534
229,2,2,55.1006,21.1535,2.06372,64.5796,42.265,4949.58,1.81932,227.78,17.8084,46.1252,68866.4,1180.58,-67.0402,1.55274
230,2,2,54.8872,21.5681,2.10502,66.7541,42.4843,4948.95,1.8596,227.647,17.7185,45.8043,68902,1185.69,-69.5376,1.60179
231,2,2,54.6702,21.9839,2.14645,68.9776,42.7029,4948.31,1.90007,227.596,17.6343,45.5027,68937.4,1190.74,-72.0949,1.65253
232,2,2,54.4495,22.4007,2.188,71.2504,42.9211,4947.68,1.94073,227.626,17.5557,45.2193,68972.7,1195.72,-74.7126,1.70498
233,2,2,54.2252,22.8185,2.22966,73.5727,43.1387,4947.04,1.98157,227.733,17.4823,44.9533,69007.8,1200.63,-77.3911,1.75918
234,2,2,53.9973,23.2371,2.27141,75.9445,43.3558,4946.41,2.02257,227.916,17.4138,44.7038,69042.8,1205.48,-80.1308,1.81516
235,2,2,53.7658,23.6565,2.31325,78.3659,43.5724,4945.77,2.06372,228.172,17.3501,44.47,69077.6,1210.25,-82.9319,1.87295
236,2,2,53.5307,24.0764,2.35517,80.8371,43.7885,4945.14,2.10502,228.499,17.2908,44.251,69112.3,1214.95,-85.7949,1.93259
237,2,2,53.2921,24.4969,2.39715,83.3581,44.0042,4944.5,2.14645,228.895,17.2358,44.0462,69146.9,1219.58,-88.7201,1.9941
238,2,2,53.05,24.9177,2.43918,85.9289,44.2194,4943.86,2.188,229.358,17.1847,43.8549,69181.3,1224.14,-91.7077,2.05752
239,2,2,52.8044,25.3389,2.48125,88.5495,44.4341,4943.23,2.22966,229.886,17.1374,43.6763,69215.7,1228.63,-94.758,2.12287
240,2,2,52.5553,25.7602,2.52336,91.22,44.6484,4942.59,2.27141,230.478,17.0937,43.5097,69250,1233.05,-97.8712,2.19019
241,2,2,52.3028,26.1815,2.56549,93.9402,44.8622,4941.96,2.31325,231.131,17.0534,43.3546,69284.2,1237.39,-101.048,2.25951
242,2,2,52.047,26.6029,2.60762,96.7102,45.0756,4941.32,2.35517,231.845,17.0162,43.2104,69318.3,1241.67,-104.287,2.33086
243,2,2,51.7878,27.024,2.64975,99.5299,45.2885,4940.69,2.39715,232.618,16.982,43.0764,69352.3,1245.87,-107.59,2.40426
244,2,2,51.5252,27.4449,2.69187,102.399,45.5011,4940.05,2.43918,233.449,16.9507,42.9522,69386.3,1250,-110.957,2.47974
245,2,2,51.2594,27.8655,2.73397,105.318,45.7132,4939.42,2.48125,234.336,16.922,42.8371,69420.2,1254.05,-114.388,2.55735
246,2,2,50.9904,28.2855,2.77603,108.286,45.925,4938.79,2.52336,235.278,16.8958,42.7307,69454,1258.03,-117.882,2.63709
247,2,2,50.7182,28.705,2.81805,111.303,46.1363,4938.16,2.56549,236.274,16.872,42.6324,69487.8,1261.94,-121.441,2.71901
248,2,2,50.4429,29.1238,2.86001,114.368,46.3473,4937.53,2.60762,237.323,16.8503,42.5419,69521.6,1265.78,-125.063,2.80312
249,2,2,50.1644,29.5419,2.90191,117.483,46.5578,4936.9,2.64975,238.425,16.8307,42.4587,69555.3,1269.54,-128.75,2.88946
250,2,2,49.8829,29.959,2.94373,120.646,46.7681,4936.27,2.69187,239.577,16.813,42.3823,69588.9,1273.22,-132.5,2.97804
251,2,2,49.5984,30.3751,2.98547,123.857,46.9779,4935.65,2.73397,240.78,16.7972,42.3124,69622.5,1276.83,-136.314,3.06891
252,2,2,49.3109,30.7902,3.0271,127.116,47.1874,4935.02,2.77603,242.032,16.7829,42.2485,69656.1,1280.37,-140.193,3.16208
253,2,2,49.0206,31.204,3.06863,130.423,47.3965,4934.4,2.81805,243.332,16.7703,42.1903,69689.7,1283.83,-144.135,3.25757
254,2,2,48.7274,31.6166,3.11005,133.777,47.6053,4933.78,2.86001,244.681,16.7591,42.1373,69723.3,1287.21,-148.141,3.35542
255,2,2,48.4314,32.0278,3.15134,137.178,47.8137,4933.16,2.90191,246.077,16.7492,42.0894,69756.8,1290.52,-152.211,3.45564
256,2,2,48.1326,32.4375,3.19249,140.625,48.0218,4932.54,2.94373,247.52,16.7405,42.0461,69790.3,1293.75,-156.344,3.55826
257,2,2,47.8312,32.8456,3.23349,144.119,48.2295,4931.92,2.98547,249.009,16.7329,42.0071,69823.7,1296.91,-160.541,3.66331
258,2,2,47.5272,33.252,3.27434,147.658,48.437,4931.31,3.0271,250.544,16.7264,41.9722,69857.2,1299.99,-164.801,3.77079
259,2,2,47.2206,33.6616,3.31503,151.242,48.6391,4930.7,3.06863,252.124,16.7209,41.941,69890.7,1303,-169.123,3.88074
260,2,2,46.9114,34.0767,3.35594,154.872,48.8336,4930.09,3.11005,253.749,16.7162,41.9132,69924.1,1305.93,-173.509,3.99318
261,2,2,46.5998,34.4965,3.39732,158.548,49.0211,4929.48,3.15134,255.415,16.7122,41.8886,69957.5,1308.78,-177.96,4.10812
262,2,2,46.2857,34.9205,3.43918,162.27,49.2021,4928.88,3.19249,257.122,16.7088,41.867,69991,1311.56,-182.474,4.22558
263,2,2,45.9692,35.3482,3.48147,166.039,49.3769,4928.27,3.23349,258.868,16.7058,41.848,70024.4,1314.26,-187.054,4.3456
264,2,2,45.6502,35.7791,3.52415,169.854,49.546,4927.67,3.27434,260.652,16.703,41.8313,70057.8,1316.88,-191.7,4.46818
265,2,2,45.3288,36.2128,3.56716,173.717,49.7097,4927.08,3.31503,262.473,16.7004,41.8166,70091.2,1319.43,-196.412,4.59335
266,2,2,45.0052,36.6488,3.61045,177.626,49.8684,4926.48,3.35594,264.33,16.6977,41.8034,70124.6,1321.89,-201.19,4.72114
267,2,2,44.6792,37.087,3.654,181.583,50.0222,4925.89,3.39732,266.222,16.6949,41.7916,70158,1324.29,-206.034,4.85155
268,2,2,44.351,37.5269,3.69776,185.586,50.1714,4925.3,3.43918,268.148,16.6918,41.7807,70191.4,1326.6,-210.946,4.98462
269,2,2,44.0206,37.9683,3.7417,189.636,50.3161,4924.72,3.48147,270.108,16.6884,41.7705,70224.8,1328.84,-215.924,5.12036
270,2,2,43.688,38.411,3.7858,193.734,50.4566,4924.13,3.52415,272.101,16.6845,41.7606,70258.1,1331,-220.969,5.25879
271,2,2,43.3534,38.8547,3.83004,197.877,50.5929,4923.55,3.56716,274.127,16.6801,41.7508,70291.5,1333.08,-226.082,5.39994
272,2,2,43.0167,39.2993,3.87439,202.068,50.7253,4922.98,3.61045,276.185,16.675,41.7406,70324.9,1335.08,-231.262,5.54382
273,2,2,42.6781,39.7444,3.91882,206.304,50.8539,4922.4,3.654,278.274,16.6693,41.73,70358.2,1337.01,-236.508,5.69044
274,2,2,42.3376,40.1898,3.96331,210.586,50.9789,4921.83,3.69776,280.395,16.6628,41.7187,70391.6,1338.86,-241.822,5.83984
275,2,2,41.9952,40.6353,4.00784,214.914,51.1004,4921.26,3.7417,282.547,16.6555,41.7063,70424.9,1340.64,-247.203,5.99203
276,2,2,41.6511,41.0807,4.05239,219.288,51.2185,4920.7,3.7858,284.73,16.6473,41.6928,70458.2,1342.33,-252.651,6.14703
277,2,2,41.3052,41.5257,4.09693,223.705,51.3335,4920.14,3.83004,286.944,16.6382,41.6779,70491.5,1343.95,-258.165,6.30484
278,2,2,40.9578,41.9702,4.14144,228.168,51.4455,4919.58,3.87439,289.189,16.6281,41.6614,70524.8,1345.49,-263.746,6.4655
279,2,2,40.6087,42.4141,4.18591,232.674,51.5545,4919.03,3.91882,291.464,16.617,41.6431,70558,1346.96,-269.393,6.62901
280,2,2,40.2582,42.857,4.23031,237.224,51.6607,4918.48,3.96331,293.77,16.6048,41.623,70591.3,1348.34,-275.106,6.7954
281,2,2,39.9062,43.2988,4.27462,241.816,51.7642,4917.94,4.00784,296.107,16.5916,41.6008,70624.5,1349.65,-280.885,6.96467
282,2,2,39.5529,43.7393,4.31882,246.451,51.8651,4917.4,4.05239,298.474,16.5772,41.5764,70657.6,1350.89,-286.728,7.13684
283,2,2,39.1983,44.1784,4.36291,251.127,51.9636,4916.86,4.09693,300.873,16.5617,41.5497,70690.8,1352.04,-292.637,7.31192
284,2,2,38.8426,44.616,4.40686,255.845,52.0597,4916.32,4.14144,303.302,16.5451,41.5206,70723.9,1353.12,-298.61,7.48993
285,2,2,38.4857,45.0518,4.45065,260.603,52.1536,4915.79,4.18591,305.763,16.5272,41.489,70757,1354.12,-304.647,7.67087
286,2,2,38.1278,45.4857,4.49427,265.4,52.2453,4915.27,4.23031,308.255,16.5082,41.4548,70790.1,1355.05,-310.748,7.85477
287,2,2,37.7689,45.9176,4.53771,270.237,52.3349,4914.75,4.27462,310.778,16.4879,41.418,70823.1,1355.9,-316.911,8.04162
288,2,2,37.4092,46.3474,4.58095,275.112,52.4225,4914.23,4.31882,313.333,16.4664,41.3783,70856.1,1356.68,-323.137,8.23144
289,2,2,37.0488,46.7749,4.62398,280.024,52.5082,4913.72,4.36291,315.921,16.4437,41.3359,70889,1357.37,-329.425,8.42424
290,2,2,36.6876,47.1999,4.66679,284.973,52.592,4913.21,4.40686,318.54,16.4198,41.2906,70921.9,1358,-335.774,8.62002
291,2,2,36.3258,47.6225,4.70935,289.958,52.6741,4912.7,4.45065,321.193,16.3945,41.2423,70954.7,1358.54,-342.184,8.81879
292,2,2,35.9634,48.0424,4.75167,294.978,52.7544,4912.2,4.49427,323.878,16.3681,41.1911,70987.5,1359.02,-348.654,9.02056
293,2,2,35.6007,48.4596,4.79373,300.032,52.8332,4911.71,4.53771,326.596,16.3403,41.1369,71020.3,1359.41,-355.183,9.22533
294,2,2,35.2376,48.874,4.83551,305.119,52.9104,4911.22,4.58095,329.348,16.3113,41.0797,71052.9,1359.74,-361.771,9.43311
295,2,2,34.8742,49.2854,4.87702,310.239,52.986,4910.73,4.62398,332.134,16.281,41.0194,71085.6,1359.99,-368.416,9.6439
296,2,2,34.5106,49.6938,4.91823,315.391,53.0602,4910.25,4.66679,334.955,16.2495,40.956,71118.1,1360.16,-375.119,9.8577
297,2,2,34.1469,50.0991,4.95915,320.573,53.1331,4909.77,4.70935,337.81,16.2167,40.8896,71150.6,1360.26,-381.878,10.0745
298,2,2,33.7832,50.5012,4.99976,325.785,53.2045,4909.29,4.75167,340.7,16.1826,40.82,71183,1360.29,-388.693,10.2943
299,2,2,33.4196,50.9,5.04005,331.026,53.2747,4908.83,4.79373,343.626,16.1473,40.7473,71215.4,1360.25,-395.562,10.5172
300,2,2,33.0561,51.2955,5.08001,336.294,53.3437,4908.36,4.83551,346.587,16.1108,40.6715,71247.7,1360.13,-402.486,10.743
301,2,2,32.6928,51.6876,5.11964,341.59,53.4114,4907.9,4.87702,349.585,16.073,40.5926,71279.9,1359.94,-409.463,10.9719
302,2,2,32.3299,52.0762,5.15894,346.911,53.478,4907.45,4.91823,352.619,16.0339,40.5106,71312.1,1359.68,-416.492,11.2038
303,2,2,31.9674,52.4613,5.19789,352.257,53.5435,4907,4.95915,355.691,15.9937,40.4254,71344.1,1359.35,-423.573,11.4386
304,2,2,31.6054,52.8428,5.23648,357.627,53.6079,4906.55,4.99976,358.8,15.9522,40.3372,71376.1,1358.94,-430.704,11.6765
305,2,2,31.244,53.2207,5.27472,363.02,53.6713,4906.11,5.04005,361.947,15.9095,40.2459,71408,1358.47,-437.885,11.9174
306,2,2,30.8832,53.5949,5.3126,368.435,53.7337,4905.67,5.08001,365.132,15.8656,40.1514,71439.9,1357.93,-445.115,12.1612
307,2,2,30.5232,53.9653,5.35011,373.87,53.7951,4905.24,5.11964,368.356,15.8205,40.054,71471.6,1357.31,-452.393,12.408
308,2,2,30.164,54.332,5.38725,379.326,53.8556,4904.81,5.15894,371.62,15.7743,39.9534,71503.2,1356.63,-459.718,12.6578
309,2,2,29.8056,54.6949,5.42401,384.8,53.9153,4904.39,5.19789,374.923,15.7268,39.8499,71534.8,1355.88,-467.089,12.9106
310,2,2,29.4483,55.0539,5.46039,390.292,53.974,4903.97,5.23648,378.266,15.6782,39.7433,71566.2,1355.06,-474.504,13.1663
311,2,2,29.092,55.409,5.49639,395.801,54.0319,4903.56,5.27472,381.649,15.6285,39.6338,71597.6,1354.18,-481.965,13.4249
312,2,2,28.7368,55.7602,5.53199,401.325,54.089,4903.15,5.3126,385.074,15.5776,39.5213,71628.8,1353.22,-489.468,13.6865
313,2,2,28.3829,56.1075,5.56721,406.864,54.1454,4902.75,5.35011,388.54,15.5257,39.4058,71660,1352.2,-497.014,13.9509
314,2,2,28.0302,56.4508,5.60204,412.416,54.2009,4902.35,5.38725,392.048,15.4726,39.2875,71691,1351.12,-504.6,14.2183
315,2,2,27.6789,56.7901,5.63647,417.981,54.2558,4901.95,5.42401,395.598,15.4184,39.1663,71722,1349.97,-512.228,14.4885
316,2,2,27.329,57.1255,5.6705,423.558,54.3099,4901.56,5.46039,399.191,15.3631,39.0422,71752.8,1348.76,-519.894,14.7616
317,2,2,26.9806,57.4568,5.70414,429.145,54.3634,4901.18,5.49639,402.827,15.3068,38.9153,71783.6,1347.48,-527.599,15.0375
318,2,2,26.6337,57.7841,5.73737,434.742,54.4162,4900.8,5.53199,406.506,15.2494,38.7857,71814.2,1346.14,-535.341,15.3163
319,2,2,26.2885,58.1074,5.7702,440.346,54.4684,4900.42,5.56721,410.23,15.191,38.6532,71844.7,1344.73,-543.12,15.5979
320,2,2,25.945,58.4266,5.80263,445.959,54.5199,4900.05,5.60204,413.998,15.1316,38.5181,71875.1,1343.27,-550.934,15.8823
321,2,2,25.6032,58.7418,5.83466,451.577,54.5709,4899.69,5.63647,417.81,15.0711,38.3803,71905.3,1341.74,-558.782,16.1694
322,2,2,25.2633,59.053,5.86628,457.201,54.6213,4899.33,5.6705,421.668,15.0097,38.2398,71935.5,1340.15,-566.663,16.4593
323,2,2,24.9253,59.3601,5.8975,462.829,54.6711,4898.97,5.70414,425.572,14.9473,38.0967,71965.5,1338.5,-574.577,16.7519
324,2,2,24.5892,59.6632,5.92831,468.46,54.7204,4898.62,5.73737,429.521,14.8839,37.951,71995.4,1336.8,-582.523,17.0472
325,2,2,24.2551,59.9623,5.95872,474.093,54.7692,4898.27,5.7702,433.517,14.8196,37.8028,72025.1,1335.03,-590.499,17.3452
326,2,2,23.923,60.2573,5.98873,479.728,54.8174,4897.93,5.80263,437.56,14.7544,37.652,72054.8,1333.21,-598.504,17.6458
327,2,2,23.5931,60.5483,6.01833,485.363,54.8652,4897.59,5.83466,441.65,14.6883,37.4988,72084.3,1331.32,-606.537,17.9491
328,2,2,23.2653,60.8353,6.04753,490.997,54.9124,4897.25,5.86628,445.787,14.6213,37.3432,72113.7,1329.39,-614.598,18.255
329,2,2,22.9398,61.1183,6.07633,496.63,54.9593,4896.92,5.8975,449.973,14.5533,37.1852,72142.9,1327.39,-622.686,18.5634
330,2,2,22.6165,61.3974,6.10473,502.259,55.0056,4896.6,5.92831,454.207,14.4846,37.0248,72172,1325.34,-630.798,18.8744
331,2,2,22.2956,61.6724,6.13274,507.885,55.0516,4896.28,5.95872,458.49,14.415,36.8622,72201,1323.24,-638.936,19.1879
332,2,2,21.977,61.9436,6.16034,513.506,55.0971,4895.96,5.98873,462.821,14.3445,36.6972,72229.8,1321.08,-647.096,19.5039
333,2,2,21.6608,62.2108,6.18755,519.122,55.1422,4895.65,6.01833,467.202,14.2733,36.53,72258.5,1318.87,-655.28,19.8224
334,2,2,21.3471,62.4741,6.21437,524.731,55.1869,4895.34,6.04753,471.633,14.2013,36.3607,72287,1316.61,-663.484,20.1433
335,2,2,21.0358,62.7335,6.2408,530.333,55.2312,4895.04,6.07633,476.115,14.1285,36.1892,72315.5,1314.3,-671.71,20.4666
336,2,2,20.7271,62.9891,6.26684,535.927,55.2751,4894.74,6.10473,480.646,14.0549,36.0156,72343.7,1311.93,-679.955,20.7923
337,2,2,20.421,63.2409,6.2925,541.511,55.3187,4894.44,6.13274,485.229,13.9806,35.8399,72371.8,1309.52,-688.219,21.1203
338,2,2,20.1174,63.4888,6.31777,547.085,55.3619,4894.15,6.16034,489.863,13.9056,35.6622,72399.8,1307.06,-696.5,21.4506
339,2,2,19.8165,63.733,6.34266,552.648,55.4048,4893.86,6.18755,494.548,13.8298,35.4826,72427.6,1304.54,-704.799,21.7832
340,2,2,19.5183,63.9734,6.36717,558.199,55.4473,4893.58,6.21437,499.285,13.7534,35.301,72455.3,1301.98,-713.113,22.118
341,2,2,19.2227,64.2102,6.39131,563.737,55.4895,4893.3,6.2408,504.074,13.6763,35.1175,72482.8,1299.38,-721.442,22.455
342,2,2,18.9299,64.4432,6.41507,569.261,55.5314,4893.03,6.26684,508.915,13.5986,34.9321,72510.1,1296.73,-729.785,22.7942
343,2,2,18.6398,64.6726,6.43847,574.772,55.573,4892.75,6.2925,513.81,13.5202,34.745,72537.3,1294.03,-738.142,23.1355
344,2,2,18.3526,64.8984,6.4615,580.267,55.6143,4892.49,6.31777,518.757,13.4413,34.5561,72564.3,1291.29,-746.511,23.4789
345,2,2,18.0681,65.1206,6.48417,585.746,55.6553,4892.22,6.34266,523.757,13.3617,34.3655,72591.2,1288.5,-754.891,23.8244
