@relation allinone

@attribute 'Time (Hour)' numeric
@attribute virulence numeric
@attribute 'patient precondition' numeric
@attribute 'Viral Load' numeric
@attribute 'Inflamatory (M1) Alveolar Macrophages' numeric
@attribute IL6 numeric
@attribute 'Active Adaptive Immune System' numeric
@attribute 'Immunosupressed (M2) Alveolar macrophages' numeric
@attribute 'Resting Alveolar Macrophages' numeric
@attribute 'Delayed IL6' numeric
@attribute 'Un-Infected Lung Tissue' numeric
@attribute 'Infected Lung Tissue' numeric
@attribute 'Destroyed Lung Tissue' numeric
@attribute 'Interferon Strength' numeric
@attribute PAMPs numeric
@attribute 'Resting Adaptive Immune System' numeric
@attribute TcellInterferon numeric

@data
155,1,0,34.7069,23.1915,2.23267,98.1432,34.176,4955.63,1.79919,1530.38,82.5401,263.816,61810.4,2800.34,-98.0383,1.49561
156,1,0,33.6917,23.8667,2.30185,104.147,34.419,4954.71,1.87275,1501.35,78.66,252.323,61975.5,2821.04,-104.533,1.5788
157,1,0,32.6604,24.5269,2.36971,110.359,34.6593,4953.81,1.94603,1474.15,74.9216,241.188,62132.8,2840.63,-111.266,1.66716
158,1,0,31.6161,25.1707,2.4361,116.774,34.8969,4952.93,2.01884,1448.69,71.3227,230.411,62282.7,2859.09,-118.233,1.76084
159,1,0,30.5621,25.7967,2.50087,123.387,35.132,4952.07,2.091,1424.92,67.8607,219.99,62425.3,2876.41,-125.429,1.86001
160,1,0,29.5018,26.4038,2.56391,130.19,35.3646,4951.23,2.16234,1402.77,64.533,209.923,62561,2892.59,-132.849,1.9648
161,1,0,28.4383,26.991,2.62509,137.177,35.5948,4950.41,2.23267,1382.18,61.3366,200.205,62690.1,2907.63,-140.487,2.07534
162,1,0,27.3748,27.5573,2.6843,144.339,35.8227,4949.62,2.30185,1363.08,58.2684,190.832,62812.8,2921.53,-148.335,2.19176
163,1,0,26.3145,28.1019,2.74144,151.668,36.0485,4948.85,2.36971,1345.41,55.3254,181.8,62929.3,2934.29,-156.386,2.31418
164,1,0,25.2602,28.624,2.79644,159.156,36.272,4948.1,2.4361,1329.13,52.5042,173.103,63039.9,2945.94,-164.632,2.44271
165,1,0,24.2149,29.1231,2.84921,166.792,36.4936,4947.38,2.50087,1314.16,49.8015,164.734,63145,2956.47,-173.064,2.57744
166,1,0,23.1812,29.5988,2.89969,174.569,36.7131,4946.69,2.56391,1300.46,47.2138,156.688,63244.6,2965.9,-181.674,2.71846
167,1,0,22.1616,30.0506,2.94784,182.474,36.9308,4946.02,2.62509,1287.97,44.7379,148.957,63339,2974.25,-190.453,2.86584
168,1,0,21.1586,30.4784,2.99362,190.5,37.1466,4945.38,2.6843,1276.65,42.3701,141.535,63428.5,2981.54,-199.391,3.01966
169,1,0,20.1742,30.8821,3.037,198.635,37.3607,4944.76,2.74144,1266.43,40.1072,134.413,63513.2,2987.79,-208.478,3.17996
170,1,0,19.2105,31.2615,3.07796,206.868,37.5731,4944.17,2.79644,1257.28,37.9456,127.584,63593.4,2993.03,-217.705,3.3468
171,1,0,18.2692,31.6169,3.11651,215.191,37.7839,4943.6,2.84921,1249.14,35.882,121.04,63669.3,2997.27,-227.062,3.5202
172,1,0,17.352,31.9483,3.15265,223.591,37.9931,4943.06,2.89969,1241.97,33.9131,114.773,63741.1,3000.55,-236.538,3.70019
173,1,0,16.4601,32.2561,3.18639,232.06,38.2008,4942.54,2.94784,1235.73,32.0354,108.775,63808.9,3002.9,-246.124,3.88678
174,1,0,15.5948,32.5406,3.21777,240.585,38.4071,4942.05,2.99362,1230.38,30.2458,103.038,63873,3004.35,-255.811,4.07997
175,1,0,14.757,32.8022,3.2468,249.159,38.6121,4941.59,3.037,1225.88,28.5411,97.553,63933.5,3004.92,-265.587,4.27975
176,1,0,13.9476,33.0481,3.27353,257.77,38.809,4941.14,3.07796,1222.18,26.918,92.3129,63990.5,3004.66,-275.444,4.48611
177,1,0,13.167,33.279,3.29855,266.411,38.9979,4940.72,3.11651,1219.25,25.3737,87.3094,64044.4,3003.58,-285.374,4.69902
178,1,0,12.4157,33.4946,3.32203,275.074,39.1797,4940.33,3.15265,1217.05,23.9049,82.5343,64095.1,3001.73,-295.369,4.91844
179,1,0,11.6937,33.6947,3.34397,283.753,39.3551,4939.95,3.18639,1215.54,22.5086,77.9799,64142.9,2999.14,-305.423,5.14433
180,1,0,11.0012,33.8795,3.36437,292.44,39.525,4939.6,3.21777,1214.7,21.1819,73.6382,64188,2995.83,-315.529,5.37664
181,1,0,10.3381,34.0489,3.38323,301.127,39.6899,4939.26,3.2468,1214.49,19.9218,69.5015,64230.3,2991.86,-325.679,5.61532
182,1,0,9.70429,34.2032,3.40056,309.809,39.8504,4938.95,3.27353,1214.88,18.7257,65.5621,64270.2,2987.23,-335.866,5.86029
183,1,0,9.09947,34.3427,3.41637,318.477,40.007,4938.65,3.29855,1215.84,17.591,61.8126,64307.6,2982,-346.083,6.1115
184,1,0,8.52326,34.4678,3.43069,327.126,40.1601,4938.37,3.32203,1217.33,16.515,58.2455,64342.8,2976.19,-356.324,6.36886
185,1,0,7.97517,34.5791,3.44356,335.748,40.31,4938.11,3.34397,1219.34,15.4954,54.8539,64375.8,2969.83,-366.582,6.6323
186,1,0,7.45465,34.677,3.45504,344.339,40.457,4937.87,3.36437,1221.84,14.5298,51.6309,64406.8,2962.96,-376.852,6.90172
187,1,0,6.96105,34.762,3.46516,352.892,40.6013,4937.64,3.38323,1224.81,13.6158,48.5696,64435.9,2955.6,-387.126,7.17704
188,1,0,6.49369,34.8348,3.474,361.402,40.7432,4937.42,3.40056,1228.21,12.7513,45.6635,64463.1,2947.78,-397.4,7.45816
189,1,0,6.05181,34.8959,3.48158,369.863,40.8828,4937.22,3.41637,1232.03,11.9341,42.9065,64488.6,2939.54,-407.669,7.74498
190,1,0,5.63461,34.9458,3.48799,378.272,41.0205,4937.03,3.43069,1236.24,11.1622,40.2923,64512.5,2930.89,-417.927,8.0374
191,1,0,5.24125,34.985,3.49326,386.623,41.1565,4936.86,3.44356,1240.83,10.4336,37.8149,64534.8,2921.87,-428.169,8.33529
192,1,0,4.87088,35.0142,3.49745,394.912,41.2908,4936.69,3.45504,1245.77,9.74627,35.4688,64555.7,2912.5,-438.391,8.63857
193,1,0,4.52259,35.0337,3.50062,403.135,41.4238,4936.54,3.46516,1251.05,9.09835,33.2481,64575.2,2902.81,-448.589,8.94709
194,1,0,4.1955,35.0443,3.50282,411.289,41.5554,4936.4,3.474,1256.65,8.48803,31.1477,64593.4,2892.82,-458.759,9.26075
195,1,0,3.8887,35.0463,3.50411,419.37,41.686,4936.27,3.48158,1262.54,7.91355,29.1622,64610.3,2882.55,-468.896,9.57944
196,1,0,3.60127,35.0403,3.50453,427.376,41.8157,4936.14,3.48799,1268.73,7.3732,27.2865,64626.2,2872.03,-478.999,9.90301
197,1,0,3.33232,35.0267,3.50413,435.302,41.9444,4936.03,3.49326,1275.18,6.86532,25.5158,64640.9,2861.27,-489.062,10.2314
198,1,0,3.08094,35.0059,3.50296,443.148,42.0725,4935.92,3.49745,1281.89,6.38832,23.8453,64654.6,2850.3,-499.084,10.5643
199,1,0,2.84625,34.9785,3.50107,450.91,42.2,4935.82,3.50062,1288.84,5.94066,22.2704,64667.4,2839.13,-509.062,10.9019
200,1,0,2.62739,34.9449,3.4985,458.586,42.327,4935.73,3.50282,1296.02,5.52085,20.7867,64679.3,2827.78,-518.993,11.2437
201,1,0,2.4235,34.9054,3.49529,466.175,42.4536,4935.64,3.50411,1303.41,5.12745,19.3898,64690.3,2816.26,-528.875,11.5899
202,1,0,2.23376,34.8604,3.49149,473.674,42.5799,4935.56,3.50453,1311.01,4.75909,18.0755,64700.6,2804.61,-538.705,11.9402
203,1,0,2.05737,34.8103,3.48713,481.083,42.706,4935.48,3.50413,1318.8,4.41441,16.84,64710.1,2792.82,-548.482,12.2944
204,1,0,1.89355,34.7554,3.48225,488.399,42.832,4935.41,3.50296,1326.78,4.09216,15.6792,64718.9,2780.91,-558.204,12.6526
205,1,0,1.74155,34.696,3.47688,495.623,42.9579,4935.35,3.50107,1334.93,3.79109,14.5894,64727.1,2768.9,-567.869,13.0145
206,1,0,1.60065,34.6325,3.47106,502.751,43.0838,4935.28,3.4985,1343.24,3.51003,13.5671,64734.7,2756.8,-577.476,13.3799
207,1,0,1.47016,34.5651,3.46481,509.785,43.2098,4935.23,3.49529,1351.7,3.24783,12.6087,64741.7,2744.61,-587.023,13.7489
208,1,0,1.34942,34.494,3.45817,516.723,43.336,4935.17,3.49149,1360.32,3.00342,11.7109,64748.2,2732.36,-596.51,14.1212
209,1,0,1.2378,34.4196,3.45116,523.564,43.4623,4935.12,3.48713,1369.07,2.77576,10.8704,64754.2,2720.05,-605.935,14.4967
210,1,0,1.13471,34.342,3.4438,530.309,43.589,4935.07,3.48225,1377.96,2.56385,10.0842,64759.8,2707.69,-615.297,14.8753
211,1,0,1.03956,34.2615,3.43612,536.956,43.7159,4935.02,3.47688,1386.97,2.36675,9.34928,64764.9,2695.28,-624.596,15.2568
212,1,0,0.951814,34.1782,3.42814,543.506,43.8432,4934.98,3.47106,1396.1,2.18356,8.6628,64769.6,2682.84,-633.831,15.6412
213,1,0,0.870966,34.0923,3.41988,549.958,43.9709,4934.94,3.46481,1405.34,2.01341,8.02202,64774,2670.38,-643,16.0283
214,1,0,0.79653,34.0041,3.41136,556.312,44.0991,4934.9,3.45817,1414.69,1.85549,7.42432,64778,2657.9,-652.104,16.418
215,1,0,0.728047,33.9135,3.4026,562.568,44.2278,4934.86,3.45116,1424.15,1.70903,6.86721,64781.7,2645.41,-661.142,16.8101
216,1,0,0.665089,33.8209,3.3936,568.727,44.3571,4934.82,3.4438,1433.7,1.57328,6.34828,64785.2,2632.91,-670.114,17.2046
217,1,0,0.607251,33.7262,3.38439,574.788,44.4869,4934.79,3.43612,1443.34,1.44754,5.86526,64788.3,2620.41,-679.018,17.6013
218,1,0,0.554154,33.6297,3.37498,580.752,44.6174,4934.75,3.42814,1453.07,1.33116,5.41598,64791.2,2607.92,-687.856,18.0001
219,1,0,0.505444,33.5314,3.36537,586.618,44.7485,4934.72,3.41988,1462.89,1.22352,4.99836,64793.9,2595.43,-696.626,18.4008
220,1,0,0.460787,33.4315,3.35559,592.388,44.8804,4934.69,3.41136,1472.79,1.12401,4.61045,64796.3,2582.96,-705.329,18.8034
221,1,0,0.419873,33.3299,3.34564,598.061,45.013,4934.66,3.4026,1482.77,1.03209,4.25036,64798.6,2570.5,-713.964,19.2078
222,1,0,0.382412,33.2269,3.33552,603.638,45.1464,4934.63,3.3936,1492.83,0.947227,3.91634,64800.6,2558.07,-722.532,19.6138
223,1,0,0.348134,33.1224,3.32525,609.12,45.2805,4934.6,3.38439,1502.95,0.868932,3.60668,64802.5,2545.66,-731.031,20.0213
224,1,0,0.316787,33.0165,3.31484,614.506,45.4155,4934.57,3.37498,1513.15,0.79674,3.31981,64804.3,2533.28,-739.463,20.4302
225,1,0,0.288138,32.9093,3.30429,619.798,45.5514,4934.54,3.36537,1523.41,0.730215,3.05422,64805.9,2520.93,-747.827,20.8404
226,1,0,0.261969,32.8008,3.2936,624.995,45.6882,4934.51,3.35559,1533.74,0.668948,2.80848,64807.3,2508.62,-756.124,21.2518
227,1,0,0.238079,32.6911,3.28279,630.098,45.826,4934.48,3.34564,1544.14,0.612556,2.58126,64808.7,2496.34,-764.352,21.6642
228,1,0,0.216282,32.5802,3.27185,635.109,45.9646,4934.46,3.33552,1554.59,0.56068,2.37129,64809.9,2484.09,-772.513,22.0777
229,1,0,0.196404,32.4681,3.26079,640.026,46.1043,4934.43,3.32525,1565.11,0.512986,2.17737,64811,2471.89,-780.606,22.492
230,1,0,0.178286,32.3549,3.24961,644.852,46.2451,4934.4,3.31484,1575.68,0.469161,1.99839,64812,2459.73,-788.632,22.9071
231,1,0,0.161781,32.2406,3.23831,649.586,46.3868,4934.37,3.30429,1586.31,0.428911,1.83329,64813,2447.6,-796.59,23.3229
232,1,0,0.146752,32.1251,3.22691,654.229,46.5297,4934.35,3.2936,1597,0.391965,1.68109,64813.8,2435.53,-804.481,23.7393
233,1,0,0.133074,32.0085,3.21539,658.782,46.6737,4934.32,3.28279,1607.74,0.358068,1.54085,64814.6,2423.5,-812.306,24.1561
234,1,0,0.120631,31.8909,3.20376,663.246,46.8188,4934.29,3.27185,1618.53,0.326984,1.41172,64815.3,2411.51,-820.063,24.5733
235,1,0,0.109316,31.7721,3.19202,667.62,46.9651,4934.26,3.26079,1629.38,0.298495,1.29287,64816,2399.58,-827.753,24.9908
236,1,0,0.099033,31.6523,3.18018,671.906,47.1126,4934.23,3.24961,1640.28,0.272394,1.18354,64816.6,2387.69,-835.377,25.4086
237,1,0,0.08969,31.5314,3.16822,676.104,47.2614,4934.21,3.23831,1651.23,0.248494,1.08303,64817.1,2375.85,-842.935,25.8264
238,1,0,0.081205,31.4094,3.15616,680.215,47.4114,4934.18,3.22691,1662.23,0.226619,0.99067,64817.6,2364.06,-850.426,26.2442
239,1,0,0.073503,31.2863,3.14398,684.239,47.5628,4934.15,3.21539,1673.28,0.206606,0.905846,64818.1,2352.32,-857.852,26.662
240,1,0,0.066514,31.162,3.1317,688.178,47.7155,4934.12,3.20376,1684.38,0.188304,0.82798,64818.5,2340.63,-865.211,27.0796
241,1,0,0.060174,31.0367,3.1193,692.031,47.8695,4934.09,3.19202,1695.53,0.171574,0.756536,64818.9,2329,-872.505,27.497
242,1,0,0.054425,30.9101,3.10679,695.799,48.025,4934.06,3.18018,1706.73,0.156287,0.691015,64819.2,2317.41,-879.733,27.914
243,1,0,0.049214,30.7824,3.09417,699.483,48.1819,4934.04,3.16822,1717.98,0.142324,0.630956,64819.5,2305.88,-886.897,28.3307
244,1,0,0.044492,30.6535,3.08143,703.084,48.3403,4934.01,3.15616,1729.28,0.129575,0.575926,64819.8,2294.4,-893.995,28.7469
245,1,0,0.040215,30.5234,3.06857,706.601,48.5002,4933.98,3.14398,1740.62,0.117939,0.525529,64820.1,2282.97,-901.028,29.1625
246,1,0,0.036341,30.392,3.05559,710.037,48.6617,4933.95,3.1317,1752.01,0.107323,0.479393,64820.3,2271.6,-907.996,29.5775
247,1,0,0.032835,30.2594,3.04248,713.39,48.8248,4933.92,3.1193,1763.45,0.097641,0.437176,64820.5,2260.27,-914.9,29.9917
248,1,0,0.029661,30.1254,3.02925,716.663,48.9895,4933.89,3.10679,1774.94,0.088813,0.398561,64820.7,2249.01,-921.74,30.4052
249,1,0,0.02679,29.9901,3.01588,719.855,49.1559,4933.85,3.09417,1786.48,0.080767,0.363256,64820.9,2237.79,-928.515,30.8178
250,1,0,0.024193,29.8534,3.00238,722.967,49.3241,4933.82,3.08143,1798.06,0.073436,0.330988,64821,2226.63,-935.226,31.2295
251,1,0,0.021844,29.7152,2.98875,725.999,49.494,4933.79,3.06857,1809.69,0.066758,0.301508,64821.2,2215.52,-941.873,31.6402
252,1,0,0.019721,29.5756,2.97497,728.953,49.6657,4933.76,3.05559,1821.38,0.060676,0.274585,64821.3,2204.46,-948.457,32.0498
253,1,0,0.017802,29.4345,2.96104,731.828,49.8394,4933.73,3.04248,1833.11,0.05514,0.250006,64821.4,2193.46,-954.976,32.4582
254,1,0,0.016067,29.2918,2.94697,734.625,50.015,4933.69,3.02925,1844.88,0.050102,0.227575,64821.6,2182.51,-961.433,32.8655
255,1,0,0.0145,29.1474,2.93273,737.345,50.1925,4933.66,3.01588,1856.71,0.045517,0.207111,64821.7,2171.61,-967.826,33.2714
256,1,0,0.013085,29.0014,2.91834,739.988,50.3722,4933.63,3.00238,1868.59,0.041347,0.188447,64821.7,2160.77,-974.155,33.6761
257,1,0,0.011807,28.8536,2.90378,742.554,50.5539,4933.59,2.98875,1880.51,0.037554,0.171431,64821.8,2149.98,-980.422,34.0793
258,1,0,0.010653,28.706,2.88905,745.045,50.7359,4933.56,2.97497,1892.49,0.034105,0.155922,64821.9,2139.24,-986.625,34.4811
259,1,0,0.009611,28.5588,2.87429,747.461,50.9178,4933.52,2.96104,1904.52,0.03097,0.14179,64822,2128.56,-992.766,34.8813
260,1,0,0.00867,28.412,2.85956,749.802,51.0997,4933.49,2.94697,1916.59,0.028121,0.128917,64822,2117.92,-998.845,35.2799
261,1,0,0.007822,28.2657,2.84487,752.071,51.2814,4933.45,2.93273,1928.72,0.025532,0.117194,64822.1,2107.34,-1004.86,35.6769
262,1,0,0.007055,28.1198,2.83023,754.267,51.4632,4933.42,2.91834,1940.89,0.023179,0.106521,64822.1,2096.81,-1010.82,36.0722
263,1,0,0.006364,27.9744,2.81563,756.392,51.6448,4933.38,2.90378,1953.11,0.021042,0.096807,64822.2,2086.34,-1016.72,36.4658
264,1,0,0.005741,27.8293,2.80108,758.446,51.8265,4933.34,2.88905,1965.39,0.019101,0.087966,64822.2,2075.91,-1022.55,36.8575
265,1,0,0.005178,27.6847,2.78656,760.431,52.0081,4933.31,2.87429,1977.71,0.017338,0.079924,64822.3,2065.54,-1028.33,37.2474
266,1,0,0.00467,27.5405,2.77209,762.347,52.1897,4933.27,2.85956,1990.08,0.015737,0.072608,64822.3,2055.21,-1034.05,37.6353
267,1,0,0.004212,27.3966,2.75766,764.196,52.3713,4933.23,2.84487,2002.51,0.014284,0.065955,64822.3,2044.94,-1039.71,38.0213
268,1,0,0.003799,27.2532,2.74326,765.977,52.5528,4933.19,2.83023,2014.98,0.012964,0.059906,64822.4,2034.72,-1045.31,38.4053
269,1,0,0.003427,27.1101,2.7289,767.693,52.7344,4933.16,2.81563,2027.5,0.011766,0.054407,64822.4,2024.55,-1050.86,38.7872
270,1,0,0.003091,26.9674,2.71459,769.343,52.9159,4933.12,2.80108,2040.07,0.010679,0.049409,64822.4,2014.43,-1056.34,39.1671
271,1,0,0.002788,26.8251,2.70031,770.928,53.0974,4933.08,2.78656,2052.68,0.009692,0.044867,64822.4,2004.36,-1061.78,39.5447
272,1,0,0.002515,26.6832,2.68607,772.45,53.2789,4933.04,2.77209,2065.35,0.008796,0.040739,64822.4,1994.35,-1067.15,39.9202
273,1,0,0.002269,26.5417,2.67187,773.91,53.4604,4933,2.75766,2078.07,0.007984,0.03699,64822.5,1984.38,-1072.47,40.2935
274,1,0,0.002047,26.4006,2.65771,775.307,53.6419,4932.96,2.74326,2090.84,0.007246,0.033584,64822.5,1974.46,-1077.74,40.6644
275,1,0,0.001846,26.2599,2.64359,776.643,53.8233,4932.92,2.7289,2103.65,0.006577,0.03049,64822.5,1964.59,-1082.95,41.0331
276,1,0,0.001666,26.1195,2.62951,777.919,54.0048,4932.88,2.71459,2116.52,0.005969,0.02768,64822.5,1954.77,-1088.11,41.3994
277,1,0,0.001503,25.9795,2.61546,779.135,54.1862,4932.83,2.70031,2129.43,0.005418,0.025129,64822.5,1944.99,-1093.22,41.7633
278,1,0,0.001356,25.8399,2.60145,780.292,54.3676,4932.79,2.68607,2142.4,0.004918,0.022812,64822.5,1935.27,-1098.27,42.1248
279,1,0,0.001224,25.7007,2.58748,781.392,54.549,4932.75,2.67187,2155.41,0.004465,0.020709,64822.5,1925.59,-1103.27,42.4839
280,1,0,0.001104,25.5618,2.57355,782.434,54.7303,4932.71,2.65771,2168.48,0.004053,0.0188,64822.6,1915.97,-1108.22,42.8404
281,1,0,0.000997,25.4234,2.55966,783.419,54.9117,4932.67,2.64359,2181.59,0.00368,0.017066,64822.6,1906.39,-1113.12,43.1945
282,1,0,0.0009,25.2853,2.5458,784.349,55.093,4932.62,2.62951,2194.75,0.003341,0.015493,64822.6,1896.86,-1117.97,43.5459
283,1,0,0.000812,25.1475,2.53198,785.223,55.2743,4932.58,2.61546,2207.96,0.003034,0.014065,64822.6,1887.37,-1122.76,43.8948
284,1,0,0.000733,25.0101,2.5182,786.043,55.4556,4932.53,2.60145,2221.22,0.002755,0.012769,64822.6,1877.94,-1127.51,44.2411
285,1,0,0.000662,24.8731,2.50445,786.81,55.6368,4932.49,2.58748,2234.54,0.002502,0.011592,64822.6,1868.55,-1132.2,44.5847
286,1,0,0.000598,24.7365,2.49074,787.523,55.8181,4932.45,2.57355,2247.9,0.002272,0.010525,64822.6,1859.21,-1136.85,44.9257
287,1,0,0.00054,24.6002,2.47707,788.185,55.9993,4932.4,2.55966,2261.31,0.002064,0.009556,64822.6,1849.91,-1141.45,45.264
288,1,0,0.000488,24.4643,2.46343,788.795,56.1805,4932.36,2.5458,2274.77,0.001875,0.008677,64822.6,1840.66,-1146,45.5995
289,1,0,0.000441,24.3287,2.44983,789.354,56.3617,4932.31,2.53198,2288.28,0.001703,0.007879,64822.6,1831.46,-1150.51,45.9323
290,1,0,0.000398,24.1935,2.43626,789.863,56.5428,4932.26,2.5182,2301.84,0.001548,0.007155,64822.6,1822.3,-1154.96,46.2623
291,1,0,0.00036,24.0586,2.42273,790.322,56.724,4932.22,2.50445,2315.45,0.001406,0.006497,64822.6,1813.19,-1159.37,46.5896
292,1,0,0.000325,23.9241,2.40924,790.733,56.9051,4932.17,2.49074,2329.11,0.001278,0.005901,64822.6,1804.13,-1163.73,46.914
293,1,0,0.000294,23.7899,2.39577,791.095,57.0862,4932.12,2.47707,2342.82,0.001162,0.00536,64822.6,1795.11,-1168.05,47.2356
294,1,0,0.000266,23.6561,2.38235,791.411,57.2673,4932.08,2.46343,2356.58,0.001056,0.004869,64822.6,1786.13,-1172.32,47.5543
295,1,0,0.00024,23.5226,2.36896,791.679,57.4483,4932.03,2.44983,2370.39,0.00096,0.004423,64822.6,1777.2,-1176.54,47.8702
296,1,0,0.000217,23.3894,2.3556,791.901,57.6293,4931.98,2.43626,2384.25,0.000873,0.004019,64822.6,1768.32,-1180.72,48.1832
297,1,0,0.000196,23.2566,2.34227,792.077,57.8104,4931.93,2.42273,2398.16,0.000794,0.003652,64822.6,1759.47,-1184.86,48.4933
298,1,0,0.000178,23.1241,2.32898,792.209,57.9913,4931.88,2.40924,2412.12,0.000722,0.003318,64822.6,1750.68,-1188.95,48.8004
299,1,0,0.000161,22.992,2.31573,792.296,58.1723,4931.84,2.39577,2426.13,0.000657,0.003016,64822.6,1741.92,-1193,49.1046
300,1,0,0.000145,22.8601,2.3025,792.34,58.3532,4931.79,2.38235,2440.19,0.000598,0.002741,64822.6,1733.21,-1197.01,49.4059
301,1,0,0.000132,22.7286,2.28931,792.34,58.5342,4931.74,2.36896,2454.3,0.000544,0.002492,64822.6,1724.55,-1200.97,49.7041
302,1,0,0.000119,22.5974,2.27615,792.298,58.7151,4931.69,2.3556,2468.46,0.000495,0.002266,64822.6,1715.93,-1204.89,49.9994
303,1,0,0.000108,22.4666,2.26302,792.214,58.8959,4931.64,2.34227,2482.67,0.000451,0.00206,64822.6,1707.35,-1208.77,50.2917
304,1,0,0.000098,22.3,2.24993,792.089,59.0768,4931.59,2.32898,2496.93,0.000411,0.001874,64822.6,1698.81,-1212.6,50.581
305,1,0,0.000088,22.2,2.23687,791.923,59.2576,4931.54,2.31573,2511.24,0.000374,0.001704,64822.6,1690.32,-1216.4,50.8673
306,1,0,0.00008,22.1,2.22383,791.717,59.4384,4931.49,2.3025,2525.6,0.000341,0.00155,64822.6,1681.86,-1220.15,51.1506
307,1,0,0.000073,21.9,2.21083,791.471,59.6192,4931.43,2.28931,2540.02,0.00031,0.001411,64822.6,1673.45,-1223.86,51.4308
308,1,0,0.000066,21.8,2.19787,791.186,59.7999,4931.38,2.27615,2554.48,0.000283,0.001284,64822.6,1665.09,-1227.53,51.7079
309,1,0,0.00006,21.7,2.18493,790.863,59.9806,4931.33,2.26302,2569,0.000258,0.001168,64822.6,1656.76,-1231.17,51.982
310,1,0,0.000054,21.6,2.17202,790.502,60.1613,4931.28,2.24993,2583.56,0.000235,0.001064,64822.6,1648.48,-1234.76,52.2531
311,1,0,0.000049,21.4,2.15914,790.103,60.342,4931.23,2.23687,2598.18,0.000214,0.000968,64822.6,1640.24,-1238.31,52.5211
312,1,0,0.000045,21.3,2.14629,789.668,60.5226,4931.17,2.22383,2612.84,0.000195,0.000882,64822.6,1632.03,-1241.83,52.786
313,1,0,0.000041,21.2,2.13347,789.196,60.7032,4931.12,2.21083,2627.56,0.000178,0.000803,64822.6,1623.87,-1245.31,53.0478
314,1,0,0.000037,21,2.12068,788.689,60.8838,4931.07,2.19787,2642.33,0.000163,0.000732,64822.6,1615.76,-1248.74,53.3065
315,1,0,0.000033,20.9,2.10792,788.146,61.0643,4931.02,2.18493,2657.15,0.000148,0.000667,64822.6,1607.68,-1252.15,53.5621
316,1,0,0.00003,20.8,2.09519,787.569,61.2449,4930.96,2.17202,2672.02,0.000135,0.000607,64822.6,1599.64,-1255.51,53.8146
317,1,0,0.000028,20.7,2.08249,786.957,61.4254,4930.91,2.15914,2686.94,0.000124,0.000554,64822.6,1591.64,-1258.83,54.0641
318,1,0,0.000025,20.5,2.06981,786.312,61.6058,4930.85,2.14629,2701.91,0.000113,0.000505,64822.6,1583.68,-1262.12,54.3104
319,1,0,0.000023,20.4,2.05717,785.633,61.7863,4930.8,2.13347,2716.93,0.000103,0.00046,64822.6,1575.76,-1265.38,54.5536
320,1,0,0.000021,20.3,2.04455,784.922,61.9667,4930.75,2.12068,2732.01,0.000094,0.00042,64822.6,1567.88,-1268.59,54.7937
321,1,0,0.000019,20.2,2.03195,784.178,62.147,4930.69,2.10792,2747.13,0.000086,0.000383,64822.6,1560.05,-1271.77,55.0307
322,1,0,0.000017,20,2.01939,783.402,62.3274,4930.64,2.09519,2762.31,0.000079,0.00035,64822.6,1552.25,-1274.92,55.2645
323,1,0,0.000016,19.9,2.00685,782.596,62.5077,4930.58,2.08249,2777.54,0.000072,0.000319,64822.6,1544.48,-1278.03,55.4953
324,1,0,0.000014,19.8,1.99434,781.758,62.688,4930.52,2.06981,2792.82,0.000066,0.000291,64822.6,1536.76,-1281.11,55.7229
325,1,0,0.000013,19.7,1.98186,780.89,62.8682,4930.47,2.05717,2808.15,0.00006,0.000266,64822.6,1529.08,-1284.15,55.9475
326,1,0,0.000012,19.5,1.9694,779.992,63.0484,4930.41,2.04455,2823.53,0.000055,0.000243,64822.6,1521.43,-1287.15,56.1689
327,1,0,0.000011,19.4,1.95696,779.065,63.2286,4930.36,2.03195,2838.96,0.000051,0.000222,64822.6,1513.83,-1290.13,56.3872
328,1,0,0.00001,19.3,1.94456,778.109,63.4087,4930.3,2.01939,2854.45,0.000046,0.000203,64822.6,1506.26,-1293.07,56.6024
329,1,0,0.000009,19.2,1.93218,777.124,63.5889,4930.24,2.00685,2869.98,0.000042,0.000185,64822.6,1498.72,-1295.97,56.8145
330,1,0,0.000008,19,1.91982,776.111,63.7689,4930.19,1.99434,2885.57,0.000039,0.000169,64822.6,1491.23,-1298.84,57.0234
331,1,0,0.000007,18.9,1.90749,775.07,63.949,4930.13,1.98186,2901.21,0.000036,0.000155,64822.6,1483.78,-1301.68,57.2293
332,1,0,0.000007,18.8,1.89518,774.002,64.129,4930.07,1.9694,2916.9,0.000033,0.000142,64822.6,1476.36,-1304.49,57.4321
333,1,0,0.000006,18.7,1.88289,772.908,64.3089,4930.02,1.95696,2932.64,0.00003,0.00013,64822.6,1468.97,-1307.27,57.6318
334,1,0,0.000006,18.6,1.87064,771.786,64.4889,4929.96,1.94456,2948.44,0.000027,0.000119,64822.6,1461.63,-1310.01,57.8284
335,1,0,0.000005,18.4,1.8584,770.639,64.6688,4929.9,1.93218,2964.28,0.000025,0.000109,64822.6,1454.32,-1312.72,58.0219
336,1,0,0.000005,18.3,1.84619,769.467,64.8486,4929.84,1.91982,2980.18,0.000023,0.0001,64822.6,1447.05,-1315.4,58.2123
337,1,0,0.000004,18.2,1.834,768.269,65.0284,4929.78,1.90749,2996.13,0.000021,0.000091,64822.6,1439.81,-1318.05,58.3996
